ep;note/levensthein;note/precision;note/recall;note/f1;note/overlap;note-with-offsets/precision;note-with-offsets/recall;note-with-offsets/f1;note-with-offsets/overlap;frame/f1;MusicNet/micro_avg_P;frame/precision;frame/recall;frame/accuracy;frame/substitution_error;frame/miss_error;frame/false_alarm_error;frame/total_error;frame/chroma_precision;frame/chroma_recall;frame/chroma_accuracy;frame/chroma_substitution_error;frame/chroma_miss_error;frame/chroma_false_alarm_error;frame/chroma_total_error
50;1023.0;0.6725413436732922;0.6771697514199686;0.6579489674050906;0.5577807357231898;0.21446967172891643;0.24688246855157134;0.22599725704050388;0.797238232113896;0.669103576940132;0.72209078876467;0.7927023388628806;0.6067354725904432;0.5134728343924091;0.041283271412931796;0.3519812559966251;0.13286788146677117;0.5261324088763281;0.8060270243397923;0.6151818888060687;0.5246437957378158;0.03283685519730634;0.3519812559966251;0.13286788146677117;0.5176859926607027
100;643.5833333333334;0.7435320107162597;0.5888415444942161;0.6323406920434037;0.439356761548064;0.13643759051298757;0.13068726171428527;0.13136381997294352;0.7843583936891724;0.5357271461723885;0.6277120994118873;0.8618952668575639;0.4129101470549074;0.3829039001688369;0.02048006305885204;0.5666097898862407;0.0498133174596016;0.6369031704046941;0.8750630101763851;0.4175252459212274;0.3888006809202705;0.015864964192532013;0.5666097898862407;0.0498133174596016;0.6322880715383741
150;1231.361111111111;0.5842350751776728;0.6755480285163694;0.6121125509694992;0.5703717124613383;0.2008257555911003;0.2547339329009218;0.2205574199597384;0.8019784901592829;0.6883136332529373;0.7153194924130114;0.7453461770334301;0.6583211629367588;0.5309733373609704;0.06151515180703282;0.2801636852562083;0.17776640290449192;0.5194452399677331;0.7622962340113509;0.6712642845407135;0.5479953694293509;0.0485720302030781;0.2801636852562083;0.17776640290449192;0.5065021183637783
200;1315.3333333333333;0.5466266143587012;0.7092179669256743;0.6022211455735246;0.5787080968736258;0.1911425473246124;0.27511796828308804;0.22128725951109296;0.8050505416829846;0.6926416767978577;0.7230241301047481;0.7252091354875086;0.6830631075808961;0.5348839914353419;0.06874358399292411;0.24819330842617976;0.2160212349964742;0.532958127415578;0.7399690683041102;0.6956741743608021;0.5510131659521199;0.056132517213018235;0.24819330842617976;0.2160212349964742;0.5203470606356722
250;1326.3055555555557;0.5407836043547101;0.709682059292341;0.6001594863725929;0.5682075307784026;0.18723738098213658;0.2698390570298061;0.21734740462140073;0.8016660332975004;0.6778759599427486;0.706483644360332;0.7085060025872725;0.6721492975827933;0.5184635350943808;0.07458503555785437;0.25326566685935226;0.23202741196161744;0.559878114378824;0.7261798015777757;0.6874710664693717;0.5371889764572585;0.05926326667127614;0.25326566685935226;0.23202741196161744;0.5445563454922459
300;1377.9166666666667;0.5520276145912414;0.7148368936935071;0.6078077018398298;0.5884421437278865;0.20283751440128536;0.28671168389989127;0.2330479781671989;0.7977699776572293;0.6926594828794047;0.7251987942473073;0.7058945680355835;0.7006187036399665;0.5347176628350714;0.07857026038278932;0.22081103597724425;0.24819816448853718;0.5475794608485708;0.7212833941760455;0.7147329438110165;0.5520310973190686;0.06445602021173925;0.22081103597724425;0.24819816448853718;0.5334652206775207
350;1300.5277777777778;0.5735259414721847;0.7387428699495494;0.6302679804448503;0.567292483203895;0.18947098404076598;0.2694331445748106;0.21869579764862457;0.8069109871137748;0.6540872713510828;0.6822452120710844;0.6933136964681555;0.6483802989929671;0.4936079429002062;0.08605318113500947;0.2655665198720236;0.2578398404040674;0.6094595414111003;0.7166494144112284;0.6689363014047432;0.516581154531617;0.06549717872323313;0.2655665198720236;0.2578398404040674;0.588903538999324
400;1416.111111111111;0.5470985149092128;0.7027256857305509;0.5995593361965551;0.5855237759820137;0.19724478276819854;0.2756331301089202;0.22525182619549597;0.7977997101898077;0.6802793043807122;0.7032588663489612;0.6924261126776036;0.6915585584404245;0.5221466252790313;0.0822881807429448;0.2261532608166308;0.26830071223463126;0.5767421537942069;0.7110155248187622;0.7096883111495673;0.5428598426013918;0.06415842803380185;0.2261532608166308;0.26830071223463126;0.558612401085064
450;1347.0833333333333;0.5474839965780564;0.7076274956003606;0.6005412091636596;0.5671756033325617;0.1854342053293498;0.26064171271147085;0.21206193163420367;0.7976284609230438;0.6764778848946782;0.7035406453640989;0.7066364468690887;0.6706280132023926;0.5171866131390765;0.07899471126731593;0.2503772755302915;0.2350973238502766;0.5644693106478839;0.7256426666533449;0.6881303364563123;0.5382194218724484;0.06149238801339629;0.2503772755302915;0.2350973238502766;0.5469669873939645
500;1198.7222222222222;0.568867840393422;0.731051102967902;0.6208100511696826;0.5437187020246099;0.16668083215637197;0.24080411233997426;0.19287914087381786;0.788517721273233;0.6373993774280262;0.6708894704805539;0.6887793898026293;0.6249201617356106;0.47471762919664506;0.07771260677162944;0.2973672314927598;0.2495988117244263;0.6246786499888155;0.714869148470655;0.6450052441651991;0.4975534474683802;0.05762752434204107;0.2973672314927598;0.2495988117244263;0.6045935675592271
550;1582.1666666666667;0.5188187785971637;0.7097286908678482;0.5820638560556782;0.5975096570094345;0.1967260418301681;0.29613357142183294;0.2311125190396581;0.8028191620651203;0.6662501959541779;0.7057707988608523;0.6540678627331821;0.7098130168561796;0.5054580412563916;0.08665276826989278;0.2035342148739277;0.35618960294682733;0.6463765860906477;0.6724512179801132;0.7306345420196572;0.5275572932884336;0.06583124310641503;0.2035342148739277;0.35618960294682733;0.6255550609271701
